413.2,0.1,0.2,0.1,0.2
70.3,0.1,0.2,0.1,0.2
75.9,0.1,0.2,0.2,0.2
57,0.1,0.2,0.2,0.2
60.5,0.1,0.2,0.2,0.1
76.6,0.1,0.1,0.1,0.1
69.3,0.1,0.1,0.2,0.1
72,0.1,0.2,0.2,0.2
215.4,0.1,0.1,0.2,0.1
62.7,0.1,0.2,0.2,0.2
79.3,0.1,0.2,0.1,0.1
64.9,0.1,0.1,0.1,0.1
56.5,0.2,0.1,0.2,0.1
60.9,0.1,0.1,0.2,0.1
76.8,0.1,0.1,0.1,0.1
73.3,0.1,0.2,0.2,0.1
59.8,0.1,0.2,0.1,0.2
55.6,0.1,0.2,0.2,0.2
75.2,0.2,0.1,0.1,0.1
97.8,0.1,0.1,0.1,0.1
56.5,0.1,0.2,0.2,0.2
57.2,0.1,0.2,0.2,0.1
81.5,0.2,0.2,0.2,0.2
88.5,0.1,0.3,0.2,0.2
55.3,0.2,0.4,0.3,0.4
75.1,0.1,0.2,0.4,0.4
58.6,0.1,0.1,0.2,0.2
74.5,0.2,0.1,0.1,0.2
73.7,0.1,0.2,0.2,1.6
73,0.1,0.1,0.1,0.2
65.2,0.1,0.1,0.2,0.1
73.9,0.1,0.1,0.1,0.1
61.5,0.2,0.2,0.2,0.2
76.5,0.1,0.1,0.1,0.1
60.1,0.1,0.1,0.1,0.1
72.4,0.2,0.1,0.1,0.1
85.6,0.1,0.1,0.1,0.1
60.1,0.1,0.2,0.2,0.2
60.2,0.1,0.2,0.1,0.2
78.9,0.1,0.2,0.1,0.2
89.5,0.2,0.1,0.1,0.1
58.6,0.2,0.1,0.1,0.1
79,0.1,0.2,0.2,0.1
72.6,0.1,0.1,0.2,0.1
62.8,0.1,0.1,0.1,0.1
59.3,0.1,0.1,0.1,0.2
73.7,0.1,0.2,0.1,0.1
65.1,0.2,0.2,0.1,0.1
73.6,0.1,0.1,0.1,0.1
59.6,0.1,0.2,0.2,0.2
60.6,0.1,0.2,0.2,0.1
57.4,0.2,0.1,0.1,0.1
75.5,0.2,0.1,0.1,0.1
70.5,0.1,0.1,0.1,0.1
57.2,0.1,0.1,0.1,0.1
60.6,0.2,0.1,0.1,0.1
59.8,0.1,0.1,0.1,0.1
59.8,0.2,0.1,0.1,0.1
72.5,0.1,0.2,0.1,0.2
60.5,0.1,0.2,0.2,0.1
80.3,0.1,0.1,0.1,0.1
80.2,0.2,0.2,0.2,0.1
72.4,0.1,0.2,0.2,0.2
55.6,0.1,0.2,0.2,0.1
76.4,0.1,0.2,0.1,0.2
56.4,0.1,0.2,0.2,0.2
78.8,0.1,0.2,0.2,0.1
58.4,0.2,0.2,0.1,0.2
84.9,0.2,0.1,0.1,0.1
78.4,0.1,0.2,0.1,0.2
75.2,0.2,0.1,0.1,0.1
148.4,0.1,0.1,0.1,0.1
69.5,0.2,0.1,0.1,0.1
62.3,0.1,0.2,0.1,0.2
82.7,0.2,0.1,0.2,0.1
72.3,0.1,0.1,0.1,0.2
88.1,0.1,0.2,0.2,0.2
75.3,0.1,0.1,0.1,0.1
62,0.2,0.2,0.1,0.2
72.7,0.1,0.1,0.1,0.1
88.5,0.1,0.1,0.2,0.1
91.1,0.2,0.2,0.1,0.1
64.1,0.1,0.2,0.1,0.2
89.5,0.1,0.1,0.2,0.1
94.7,0.1,0.2,0.2,0.1
70.5,0.1,0.1,0.1,0.1
66.2,0.1,0.2,0.1,0.1
57.3,0.1,0.2,0.2,0.1
74.9,0.1,0.1,0.1,0.1
59,0.1,0.2,0.1,0.1
101.8,0.1,0.1,0.2,0.1
60.9,0.1,0.1,0.1,0.2
93.8,0.1,0.1,0.2,0.3
91.6,0.1,0.2,0.1,0.2
79.1,0.1,0.1,0.2,0.2
