ra,dec,st_dist
290.590382,45.439713,1465
295.498108,38.644501,1094
286.646417,49.937778,618
281.295831,44.465405,870
285.853667,38.384119,580.57
285.853667,38.384119,580.57
285.853667,38.384119,580.57
295.693573,42.609512,968
293.629756,45.740651,1312
288.597097,41.03642,371
288.549148,38.565232,572
282.657401,43.162518,1059
286.130757,38.779631,1307
293.973936,45.350704,1293
296.19614,45.634331,1122
284.77811,44.916782,740
283.986337,41.650406,310
296.200595,49.140125,755.38
288.234084,40.520905,914.4
288.234084,40.520905,914.4
288.234084,40.520905,914.4
288.234084,40.520905,914.4
288.234084,40.520905,914.4
288.883334,39.744572,904
289.918519,42.001431,888
296.107919,39.319913,1540
293.727175,42.806759,850
289.711993,50.128212,1029
292.002052,41.786961,359
290.149884,41.464595,1318
288.561525,46.536053,342
298.118885,40.375047,892
283.797813,46.931004,1277
292.162778,41.023235,662.19
292.162778,41.023235,662.19
298.959138,48.257824,1615
288.421218,43.179798,897
289.274503,44.470253,162
289.791634,39.285277,384
292.627466,37.860133,379
290.97393,48.178162,504
291.494603,44.523502,872
287.80722,43.188778,869
300.332385,44.986137,1140
296.667903,49.461861,858
286.865479,41.989086,446.77
286.865479,41.989086,446.77
290.966214,51.504723,636
292.690301,37.835001,227
289.843226,52.07016,690
296.054062,45.827049,918
293.885398,39.519818,506
290.559517,49.943016,396
285.119706,38.866428,576
297.414414,46.060818,1560
287.402943,46.573986,916
289.870716,41.040728,683
282.460522,48.257118,465.53
282.460522,48.257118,465.53
288.162502,48.165154,552
288.162502,48.165154,552
285.146577,39.370798,670
296.902813,41.198191,824
295.975556,44.713445,852
292.395391,43.869072,1107
286.613698,38.891969,879
291.585187,45.71579,401
294.385398,43.82547,503
283.345714,45.274456,1291
284.219433,44.268543,788
289.780522,49.89653,939.89
289.780522,49.89653,939.89
289.780522,49.89653,939.89
289.780522,49.89653,939.89
289.780522,49.89653,939.89
283.344497,41.201741,262
283.787004,48.029564,414
285.728495,42.65453,336
285.728495,42.65453,336
285.728495,42.65453,336
285.728495,42.65453,336
297.124312,47.037025,1114
297.28499,49.212456,349
298.898763,47.463093,688
297.583942,41.541227,994
283.764074,42.222172,665
287.471233,46.080666,1150
286.052426,39.096053,792
288.495833,51.081947,295.99
288.495833,51.081947,295.99
287.76456,38.294704,1202
295.785514,39.907921,1560
291.676831,38.874915,618
291.919159,39.022273,719
286.576164,41.741473,982
287.635473,45.716061,1382
288.397002,40.2132,1060
293.881413,46.838879,1532
286.819367,46.911694,343
292.28658,42.072456,580
290.296515,37.74949,449.22
290.296515,37.74949,449.22
292.784608,43.215984,529
296.923604,43.566467,993
294.455709,46.743614,1315
288.573588,51.472755,547
290.586124,46.642689,872
297.952967,40.806808,657
283.587614,40.574927,511
286.6952,40.291819,1226
289.182664,47.873383,883
292.204706,37.22122,1050
291.097225,38.875609,791.27
291.097225,38.875609,791.27
291.097225,38.875609,791.27
299.861833,45.827354,463
300.935406,45.596546,802
281.897275,46.722633,600
292.988348,49.48497,1180
292.158664,49.63776,1275
293.74325,45.761597,1170
289.073975,40.366015,539
292.955275,47.573105,543
288.302,47.775555,1016
293.288009,43.514988,466
284.032244,39.781348,318.06
284.032244,39.781348,318.06
285.968722,41.363559,872
287.371261,39.603581,443
289.37665,41.158613,112
286.386934,47.016628,357
287.762683,43.274429,1325
296.159005,44.563114,1269
298.202609,44.925827,864
292.677726,49.66391,907
288.232715,48.002178,658
294.441792,40.571686,1418
297.07017,40.868784,377.79
297.07017,40.868784,377.79
291.407812,48.017891,900
296.516659,44.608608,1090
293.850646,38.397749,1349
300.48818,44.46067,755
293.62309,47.961914,1100
285.722721,43.00948,841
285.557511,49.330074,1166
288.163973,42.481083,1255
288.469102,46.78368,734
286.220889,41.151251,1004
289.07571,51.757439,75.25
287.773581,42.869286,962.92
287.773581,42.869286,962.92
291.399384,38.787752,992
285.512943,38.079748,660
293.580858,40.427478,815
295.329843,42.534966,1751
285.410633,44.412212,562
287.134895,47.488621,224
286.378264,43.07325,880
296.059869,42.656051,735
295.563558,39.417606,832
290.146555,39.665821,1483
290.516491,43.083824,440.15
290.516491,43.083824,440.15
295.90501,45.405434,1063
296.512049,49.727764,686
291.250279,45.655075,837
289.875041,43.420963,855
284.871334,49.775913,982
286.359226,42.227478,940
286.543637,45.304874,862
287.937219,46.418491,813
295.175391,45.930908,1238
285.703472,44.422001,520
297.27891,43.724018,877.01
297.27891,43.724018,877.01
297.270876,46.928417,773
297.588518,43.841221,1461
297.32891,47.815472,927
294.082695,39.556103,986
292.57986,37.376411,199
295.429347,39.886547,1213
296.500445,40.72123,1718
284.056684,41.576733,311
281.6337,43.411579,352
280.206621,43.774297,390
295.002819,46.987328,703.69
295.002819,46.987328,703.69
297.508294,43.710953,278
294.63257,43.807671,1190
294.494859,43.91362,584
288.515202,44.923225,811
294.043409,45.139786,654
285.348993,45.556183,1084
294.057625,46.441031,1567
282.236848,48.154297,506
295.482407,48.524445,879
283.068632,48.802086,1168
287.780828,47.629913,914.18
287.780828,47.629913,914.18
287.780828,47.629913,914.18
294.55789,40.850498,1379
296.35944,41.574532,961
296.35944,41.574532,961
297.21216,43.643719,447
297.21216,43.643719,447
300.431,44.751011,414
285.475055,48.034935,592
297.479473,48.418571,844
287.526422,42.912908,81
298.150086,40.656175,1256
292.503769,41.830421,92.43
280.691016,47.809735,570.07
280.691016,47.809735,570.07
297.729255,42.866898,120.5
283.628354,48.391022,69.4
294.366085,49.915058,252
296.457755,41.266024,755
282.185812,44.434486,577.6
286.689452,39.211929,214.58
284.472168,39.911824,186.88
294.356546,38.947376,806.07
293.160171,48.881191,614.16
293.160171,48.881191,614.16
293.160171,48.881191,614.16
292.658441,38.345413,330
292.658441,38.345413,330
292.658441,38.345413,330
292.658441,38.345413,330
294.710165,39.825104,1396
294.710165,39.825104,1396
285.999891,40.919329,411.34
285.999891,40.919329,411.34
285.999891,40.919329,411.34
285.999891,40.919329,411.34
285.999891,40.919329,411.34
298.395274,47.815006,800
284.521193,41.629604,754.64
284.521193,41.629604,754.64
296.771914,41.755537,885.43
296.771914,41.755537,885.43
296.771914,41.755537,885.43
283.368413,41.821857,848.56
283.368413,41.821857,848.56
283.368413,41.821857,848.56
283.368413,41.821857,848.56
294.646695,41.884106,853.39
294.646695,41.884106,853.39
287.439194,43.832092,389.07
287.439194,43.832092,389.07
287.439194,43.832092,389.07
289.553283,43.876183,1363.39
289.553283,43.876183,1363.39
294.667956,43.853259,535.4
294.667956,43.853259,535.4
294.667956,43.853259,535.4
294.667956,43.853259,535.4
286.047132,45.053207,1497.42
286.047132,45.053207,1497.42
287.101089,46.896477,731.04
287.101089,46.896477,731.04
287.101089,46.896477,731.04
298.663735,47.762043,616.39
298.663735,47.762043,616.39
298.079439,44.746321,438.51
298.079439,44.746321,438.51
298.079439,44.746321,438.51
295.571343,49.774586,709.83
295.571343,49.774586,709.83
296.151402,50.095806,620.09
296.151402,50.095806,620.09
289.830114,50.586246,1621.79
289.830114,50.586246,1621.79
293.530848,39.315898,1082.6
293.530848,39.315898,1082.6
291.951908,43.074715,621.24
291.951908,43.074715,621.24
291.951908,43.074715,621.24
282.468103,43.889915,473.07
282.468103,43.889915,473.07
298.652714,43.955017,172
298.652714,43.955017,172
298.652714,43.955017,172
298.652714,43.955017,172
298.652714,43.955017,172
299.796456,44.089306,1180.86
299.796456,44.089306,1180.86
281.27971,44.315533,996.09
281.27971,44.315533,996.09
287.564731,44.305004,601.75
287.564731,44.305004,601.75
290.420839,37.851786,219.95
290.420839,37.851786,219.95
290.420839,37.851786,219.95
288.584039,44.733799,438.88
288.584039,44.733799,438.88
291.183386,45.323177,604.75
291.183386,45.323177,604.75
291.183386,45.323177,604.75
287.917924,45.592876,664.14
287.917924,45.592876,664.14
287.917924,45.592876,664.14
296.498596,46.577244,1038.87
296.498596,46.577244,1038.87
291.971445,47.864174,1133.48
291.971445,47.864174,1133.48
291.971445,47.864174,1133.48
288.120962,47.966667,664.47
288.120962,47.966667,664.47
284.968519,42.079205,457.26
284.968519,42.079205,457.26
295.226435,50.559006,333.75
295.226435,50.559006,333.75
295.226435,50.559006,333.75
295.226435,50.559006,333.75
290.67313,38.691011,502.52
290.67313,38.691011,502.52
290.67313,38.691011,502.52
295.559419,40.236271,528.99
295.559419,40.236271,528.99
287.698004,42.338726,284.88
287.698004,42.338726,284.88
287.698004,42.338726,284.88
287.698004,42.338726,284.88
287.698004,42.338726,284.88
287.698004,42.338726,284.88
284.40992,41.237465,678.93
284.40992,41.237465,678.93
293.62604,41.272827,648.18
293.62604,41.272827,648.18
282.973419,41.322006,287.48
282.973419,41.322006,287.48
297.089977,41.388039,717.73
297.089977,41.388039,717.73
297.089977,41.388039,717.73
285.347187,41.761925,700.59
285.347187,41.761925,700.59
285.287111,41.861172,160.46
285.287111,41.861172,160.46
291.634678,41.833866,604.81
291.634678,41.833866,604.81
291.634678,41.833866,604.81
290.030517,42.16605,898.2
290.030517,42.16605,898.2
290.030517,42.16605,898.2
293.890206,42.528008,793.01
293.890206,42.528008,793.01
293.890206,42.528008,793.01
293.890206,42.528008,793.01
291.169537,42.640812,586.68
291.169537,42.640812,586.68
287.361816,38.714016,108.86
292.503389,43.083149,234.33
292.503389,43.083149,234.33
285.439151,43.168484,312.14
285.439151,43.168484,312.14
287.620834,43.141678,701.04
287.620834,43.141678,701.04
290.824182,44.647186,646.74
290.824182,44.647186,646.74
284.754851,44.956032,1252.07
284.754851,44.956032,1252.07
294.973509,45.213688,492.9
294.973509,45.213688,492.9
294.973509,45.213688,492.9
294.973509,45.213688,492.9
293.728072,46.129154,1229.44
293.728072,46.129154,1229.44
293.037744,46.277508,1140.95
293.037744,46.277508,1140.95
293.037744,46.277508,1140.95
295.412811,46.266472,669.02
295.412811,46.266472,669.02
295.412811,46.266472,669.02
288.73898,46.762558,805.3
288.73898,46.762558,805.3
288.73898,46.762558,805.3
289.217484,47.884464,190
291.506237,46.895779,171.96
291.506237,46.895779,171.96
291.506237,46.895779,171.96
291.506237,46.895779,171.96
296.654765,46.83527,389.55
296.654765,46.83527,389.55
296.654765,46.83527,389.55
296.654765,46.83527,389.55
287.9061,46.937767,775.61
287.9061,46.937767,775.61
287.9061,46.937767,775.61
298.318356,47.279495,1960.49
298.318356,47.279495,1960.49
298.318356,47.279495,1960.49
298.318356,47.279495,1960.49
290.934287,47.357601,799.75
290.934287,47.357601,799.75
290.934287,47.357601,799.75
290.934287,47.357601,799.75
292.193984,47.457096,569.99
292.193984,47.457096,569.99
292.376129,47.880989,1008.14
292.376129,47.880989,1008.14
292.376129,47.880989,1008.14
291.934236,48.141651,1117.5
291.934236,48.141651,1117.5
296.286142,48.224667,1724.6
296.286142,48.224667,1724.6
296.286142,48.224667,1724.6
286.999471,48.375797,845.88
286.999471,48.375797,845.88
286.999471,48.375797,845.88
294.218924,49.479225,856.34
294.218924,49.479225,856.34
294.218924,49.479225,856.34
285.718538,48.505859,756.73
285.718538,48.505859,756.73
293.973353,50.531914,319.49
293.973353,50.531914,319.49
295.816158,51.121742,1402.96
295.816158,51.121742,1402.96
296.366522,51.319523,877.73
296.366522,51.319523,877.73
291.653519,38.494659,1821.01
291.653519,38.494659,1821.01
286.079103,39.278313,433.24
286.079103,39.278313,433.24
286.079103,39.278313,433.24
286.079103,39.278313,433.24
283.866378,39.898092,291.17
283.866378,39.898092,291.17
283.221387,40.421834,670.41
283.221387,40.421834,670.41
287.897113,40.637815,1897.73
287.897113,40.637815,1897.73
287.897113,40.637815,1897.73
287.897113,40.637815,1897.73
287.897113,40.637815,1897.73
294.202137,40.663406,660.07
294.202137,40.663406,660.07
290.413267,38.343754,1195.99
290.413267,38.343754,1195.99
290.413267,38.343754,1195.99
290.413267,38.343754,1195.99
291.158774,40.750263,762.74
291.158774,40.750263,762.74
292.913118,41.060921,609.86
292.913118,41.060921,609.86
286.565695,41.808403,610.6
286.565695,41.808403,610.6
285.11047,42.033958,707.94
285.11047,42.033958,707.94
287.24268,42.301369,1067.62
287.24268,42.301369,1067.62
287.24268,42.301369,1067.62
291.638965,42.436317,882.65
291.638965,42.436317,882.65
291.638965,42.436317,882.65
291.638965,42.436317,882.65
296.483427,42.663429,637.44
296.483427,42.663429,637.44
288.642531,43.039291,676.38
288.642531,43.039291,676.38
288.642531,43.039291,676.38
293.061384,43.581356,754.65
293.061384,43.581356,754.65
296.985068,43.658524,191.44
296.985068,43.658524,191.44
296.985068,43.658524,191.44
286.638393,39.487894,244.96
286.638393,39.487894,244.96
286.638393,39.487894,244.96
289.594765,44.141953,777.31
289.594765,44.141953,777.31
289.594765,44.141953,777.31
296.566237,44.105865,948.98
296.566237,44.105865,948.98
296.566237,44.105865,948.98
296.566237,44.105865,948.98
295.579345,44.545963,383.59
295.579345,44.545963,383.59
291.841992,44.858089,858.93
291.841992,44.858089,858.93
291.841992,44.858089,858.93
288.164701,45.816504,1446.45
288.164701,45.816504,1446.45
288.164701,45.816504,1446.45
296.064233,45.976841,1084.5
296.064233,45.976841,1084.5
296.064233,45.976841,1084.5
292.580445,46.097389,1057.36
292.580445,46.097389,1057.36
292.580445,46.097389,1057.36
292.580445,46.097389,1057.36
297.315994,46.023269,797.75
297.315994,46.023269,797.75
297.315994,46.023269,797.75
294.06849,46.57933,585.6
294.06849,46.57933,585.6
288.211929,46.615005,1031.58
288.211929,46.615005,1031.58
284.940997,46.56654,338.55
284.940997,46.56654,338.55
284.940997,46.56654,338.55
284.940997,46.56654,338.55
291.925972,38.014122,638.85
291.925972,38.014122,638.85
291.364773,37.609184,320.43
291.364773,37.609184,320.43
290.728675,37.252649,624.08
290.728675,37.252649,624.08
292.469762,37.567794,771.09
292.469762,37.567794,771.09
292.044615,37.376246,968.15
292.044615,37.376246,968.15
290.510478,41.24482,1328.21
290.510478,41.24482,1328.21
290.510478,41.24482,1328.21
290.510478,41.24482,1328.21
294.484378,44.166916,1425.27
294.484378,44.166916,1425.27
299.830387,47.157461,267
299.830387,47.157461,267
299.830387,47.157461,267
291.976175,38.055075,873.21
291.976175,38.055075,873.21
290.215171,41.775967,2418.83
290.215171,41.775967,2418.83
292.236769,41.085876,1075.1
292.236769,41.085876,1075.1
282.2001,44.422302,975.46
282.2001,44.422302,975.46
283.00298,44.284233,418
283.00298,44.284233,418
283.00298,44.284233,418
299.127524,47.59383,912.85
299.127524,47.59383,912.85
299.127524,47.59383,912.85
291.302209,47.697758,728.85
291.302209,47.697758,728.85
292.922774,38.477274,1385.51
292.922774,38.477274,1385.51
292.479713,38.514927,2155.2
292.479713,38.514927,2155.2
292.479713,38.514927,2155.2
293.56815,39.036326,1181.73
293.56815,39.036326,1181.73
293.56815,39.036326,1181.73
286.583175,39.077209,1004.88
286.583175,39.077209,1004.88
290.107193,38.702235,448.65
290.107193,38.702235,448.65
287.391224,42.194836,1069.2
287.391224,42.194836,1069.2
287.391224,42.194836,1069.2
292.137029,42.42942,443.92
292.137029,42.42942,443.92
291.39051,42.180588,798.21
291.39051,42.180588,798.21
294.108191,44.770699,1835
294.108191,44.770699,1835
284.677277,44.797684,1390.97
284.677277,44.797684,1390.97
284.677277,44.797684,1390.97
284.677277,44.797684,1390.97
293.613726,47.838998,474.33
293.613726,47.838998,474.33
293.146491,47.729649,1062.79
293.146491,47.729649,1062.79
291.390905,48.065609,844.17
291.390905,48.065609,844.17
290.676145,48.294289,1266.68
290.676145,48.294289,1266.68
290.676145,48.294289,1266.68
290.676145,48.294289,1266.68
290.927458,48.44355,856.33
290.927458,48.44355,856.33
288.916426,39.594717,1236.21
288.916426,39.594717,1236.21
288.916426,39.594717,1236.21
297.465344,42.88285,700
297.465344,42.88285,700
297.465344,42.88285,700
298.348324,47.491226,851.9
298.348324,47.491226,851.9
286.409984,42.681553,708.55
286.409984,42.681553,708.55
287.916357,42.437302,1884.37
287.916357,42.437302,1884.37
295.766145,42.424288,1087.23
295.766145,42.424288,1087.23
295.766145,42.424288,1087.23
295.766145,42.424288,1087.23
295.766145,42.424288,1087.23
286.358057,42.406509,1002.51
286.358057,42.406509,1002.51
287.392009,46.059312,1411.62
287.392009,46.059312,1411.62
285.345843,45.367786,1787.33
285.345843,45.367786,1787.33
285.345843,45.367786,1787.33
286.540008,49.437326,226
286.540008,49.437326,226
286.540008,49.437326,226
286.540008,49.437326,226
286.540008,49.437326,226
283.209159,48.777645,706.21
283.209159,48.777645,706.21
283.039792,48.825359,525.98
283.039792,48.825359,525.98
283.039792,48.825359,525.98
283.206964,48.580502,1084.89
283.206964,48.580502,1084.89
283.206964,48.580502,1084.89
283.206964,48.580502,1084.89
285.283636,38.947281,938.33
285.283636,38.947281,938.33
285.283636,38.947281,938.33
295.288694,48.59972,1134.23
295.288694,48.59972,1134.23
283.982968,49.23299,734.31
283.982968,49.23299,734.31
283.982968,49.23299,734.31
294.316985,43.629345,1459.64
294.316985,43.629345,1459.64
283.135465,43.657055,211.01
283.135465,43.657055,211.01
294.441763,40.557587,440.12
294.441763,40.557587,440.12
294.441763,40.557587,440.12
294.441763,40.557587,440.12
299.224311,40.343182,889.64
299.224311,40.343182,889.64
299.224311,40.343182,889.64
288.538671,40.61614,793
288.538671,40.61614,793
288.538671,40.61614,793
288.538671,40.61614,793
297.795132,40.417703,585.27
297.795132,40.417703,585.27
295.785154,40.43955,1384.3
295.785154,40.43955,1384.3
297.509851,46.961281,553.2
297.509851,46.961281,553.2
294.023014,45.853081,1747.58
294.023014,45.853081,1747.58
294.023014,45.853081,1747.58
288.839363,46.986744,612.87
288.839363,46.986744,612.87
288.839363,46.986744,612.87
282.06129,47.085491,796.53
282.06129,47.085491,796.53
298.395772,42.459756,816.22
298.395772,42.459756,816.22
298.294935,48.775459,1079.4
298.294935,48.775459,1079.4
294.674114,42.075588,270.97
294.674114,42.075588,270.97
298.023104,43.363522,1199.5
298.023104,43.363522,1199.5
290.826023,44.184109,389.22
290.826023,44.184109,389.22
294.943885,39.032062,965.85
294.943885,39.032062,965.85
298.482828,46.793617,496.14
298.482828,46.793617,496.14
288.811943,39.770658,510.83
288.811943,39.770658,510.83
288.811943,39.770658,510.83
297.842398,46.574281,326.85
297.842398,46.574281,326.85
297.842398,46.574281,326.85
297.842398,46.574281,326.85
297.842398,46.574281,326.85
293.213548,46.175125,846.74
293.213548,46.175125,846.74
294.453674,44.145756,388.83
294.453674,44.145756,388.83
281.348824,44.295242,405.16
281.348824,44.295242,405.16
291.38224,38.127473,460.8
291.38224,38.127473,460.8
286.471473,49.649021,508.94
286.471473,49.649021,508.94
289.835434,49.825626,843.12
289.835434,49.825626,843.12
289.835434,49.825626,843.12
294.325546,46.002254,494.3
294.325546,46.002254,494.3
294.325546,46.002254,494.3
292.642372,44.087673,243.68
292.642372,44.087673,243.68
292.642372,44.087673,243.68
295.809289,40.008503,2354.42
295.809289,40.008503,2354.42
299.268042,45.227428,445.2
299.268042,45.227428,445.2
289.077548,46.005222,1252.84
289.077548,46.005222,1252.84
289.077548,46.005222,1252.84
289.077548,46.005222,1252.84
289.077548,46.005222,1252.84
288.447375,44.801685,732.46
288.447375,44.801685,732.46
291.834328,39.307358,589.63
291.834328,39.307358,589.63
291.834328,39.307358,589.63
286.662964,47.4137,347.65
286.662964,47.4137,347.65
286.662964,47.4137,347.65
292.286069,40.913584,327.47
292.286069,40.913584,327.47
287.140668,47.115196,431.86
287.140668,47.115196,431.86
287.140668,47.115196,431.86
296.064311,45.428623,1327.48
296.064311,45.428623,1327.48
290.237643,41.33137,2331.54
290.237643,41.33137,2331.54
290.237643,41.33137,2331.54
290.06049,47.163956,691.41
290.06049,47.163956,691.41
282.978956,40.784347,561.69
282.978956,40.784347,561.69
282.978956,40.784347,561.69
282.978956,40.784347,561.69
293.351712,48.444641,627.67
293.351712,48.444641,627.67
293.351712,48.444641,627.67
296.435821,44.64156,1499
295.933477,40.30057,827.41
295.933477,40.30057,827.41
289.861576,43.472775,1079.46
289.861576,43.472775,1079.46
289.861576,43.472775,1079.46
289.861576,43.472775,1079.46
292.678083,46.726715,799.59
292.678083,46.726715,799.59
292.678083,46.726715,799.59
292.678083,46.726715,799.59
291.960684,42.433006,952.34
291.960684,42.433006,952.34
292.499645,46.324406,1032.08
292.499645,46.324406,1032.08
295.228802,45.97102,362.46
295.228802,45.97102,362.46
288.011911,46.117607,1012.42
288.011911,46.117607,1012.42
289.199596,49.305717,1349.45
289.199596,49.305717,1349.45
297.25505,40.548373,580.2
297.25505,40.548373,580.2
293.67648,44.615578,966.63
293.67648,44.615578,966.63
294.496978,46.689762,1645
285.419606,39.706107,983.79
285.419606,39.706107,983.79
285.419606,39.706107,983.79
286.452706,42.657879,1117.85
286.452706,42.657879,1117.85
286.452706,42.657879,1117.85
299.896521,46.051975,254.59
299.896521,46.051975,254.59
296.856633,41.75818,388.92
296.856633,41.75818,388.92
285.751452,41.33564,562.96
285.751452,41.33564,562.96
285.751452,41.33564,562.96
285.799457,42.811783,1493.7
285.799457,42.811783,1493.7
292.421077,37.682819,722.14
292.421077,37.682819,722.14
291.243104,44.00872,702.21
291.243104,44.00872,702.21
291.243104,44.00872,702.21
293.230225,48.281376,1136.1
293.230225,48.281376,1136.1
293.293635,42.196354,1502.22
293.293635,42.196354,1502.22
293.293635,42.196354,1502.22
291.250191,49.231827,470
291.250191,49.231827,470
286.284731,44.781555,898.61
286.284731,44.781555,898.61
296.803453,46.741154,955.76
296.803453,46.741154,955.76
291.771639,47.529903,1123.91
291.771639,47.529903,1123.91
283.192081,41.305393,779.76
283.192081,41.305393,779.76
283.192081,41.305393,779.76
281.569933,47.398697,915.02
281.569933,47.398697,915.02
295.626598,49.130436,950
295.626598,49.130436,950
296.852042,49.084446,1959.31
296.852042,49.084446,1959.31
297.292418,49.981632,189.05
297.292418,49.981632,189.05
291.880046,45.387936,788.3
291.880046,45.387936,788.3
293.674235,47.908467,260.32
293.674235,47.908467,260.32
284.05966,44.518131,64.04
284.05966,44.518131,64.04
284.05966,44.518131,64.04
284.05966,44.518131,64.04
292.171121,40.916306,1207.64
292.171121,40.916306,1207.64
292.326464,38.657588,832.54
292.326464,38.657588,832.54
291.256195,49.258953,1561.17
291.256195,49.258953,1561.17
291.256195,49.258953,1561.17
289.387993,50.59705,1125.74
289.387993,50.59705,1125.74
294.13793,42.370502,1312.67
294.13793,42.370502,1312.67
294.13793,42.370502,1312.67
288.617907,48.098416,1283.8
288.617907,48.098416,1283.8
291.607165,38.410386,948.06
291.607165,38.410386,948.06
295.422002,38.735691,843.65
295.422002,38.735691,843.65
294.948588,46.438641,152.77
294.948588,46.438641,152.77
295.701103,38.945831,747
295.701103,38.945831,747
286.830353,42.279205,1215.78
282.394616,48.75914,833.12
282.394616,48.75914,833.12
285.182787,43.831089,269.39
285.182787,43.831089,269.39
299.136166,45.869934,960.89
299.136166,45.869934,960.89
291.342584,38.363134,470
291.342584,38.363134,470
286.026112,44.782871,919.44
286.026112,44.782871,919.44
294.338483,50.336544,1493.94
294.338483,50.336544,1493.94
289.858871,48.693855,904.74
289.858871,48.693855,904.74
287.798184,45.656715,819.95
287.798184,45.656715,819.95
284.828038,44.60873,611.32
284.828038,44.60873,611.32
291.960005,44.900024,835.65
291.960005,44.900024,835.65
296.960265,46.034298,1090.44
291.628777,41.208603,440.79
291.628777,41.208603,440.79
290.621815,51.057304,891.53
290.621815,51.057304,891.53
288.660765,43.368084,695.06
288.660765,43.368084,695.06
290.995257,45.192215,904.28
290.995257,45.192215,904.28
296.301953,50.672318,1091.69
296.301953,50.672318,1091.69
293.511099,45.136598,426.34
293.511099,45.136598,426.34
296.132818,48.977402,225.19
296.132818,48.977402,225.19
295.894109,42.380451,969
295.894109,42.380451,969
291.468662,40.343853,178.27
291.468662,40.343853,178.27
291.468662,40.343853,178.27
299.501738,40.670806,1362.18
299.501738,40.670806,1362.18
299.501738,40.670806,1362.18
285.615322,50.135754,550
296.81369,47.526608,2700
290.944481,40.480035,709
290.944481,40.480035,709
290.082749,50.863483,993.14
290.082749,50.863483,993.14
290.082749,50.863483,993.14
288.370225,43.35461,636.78
288.370225,43.35461,636.78
288.370225,43.35461,636.78
288.370225,43.35461,636.78
289.921461,46.74456,860.93
289.921461,46.74456,860.93
289.921461,46.74456,860.93
286.398631,45.343533,831.86
286.398631,45.343533,831.86
291.409458,38.34003,1096.92
291.409458,38.34003,1096.92
291.848044,44.968224,367.86
291.848044,44.968224,367.86
286.036347,49.614506,341.69
286.036347,49.614506,341.69
284.786175,48.423233,89.01
293.67919,46.852764,68.31
294.513229,45.981644,1128.11
283.150698,45.139832,132
287.605582,49.523262,153.59
287.605582,49.523262,153.59
287.605582,49.523262,153.59
287.605582,49.523262,153.59
286.110327,43.680958,1121.32
288.51062,51.162472,868.34
297.961566,48.244362,418.44
297.961566,48.244362,418.44
293.804434,38.639131,538.39
293.804434,38.639131,538.39
291.556965,39.227287,704.76
291.556965,39.227287,704.76
293.824314,42.779705,999.47
293.824314,42.779705,999.47
294.433512,38.35545,1031.92
295.417899,51.184765,1041.31
295.417899,51.184765,1041.31
292.219033,44.61916,38.7
292.219033,44.61916,38.7
292.219033,44.61916,38.7
283.256822,45.087776,320
282.629656,46.323357,738.2
292.855742,46.391178,725
298.62489,48.577454,712.87
298.62489,48.577454,712.87
290.358009,40.567738,650
289.434628,49.4734,880
288.25458,43.704868,1100
290.581722,40.5774,720
285.240856,46.668255,1035.9
292.808636,49.579445,942.26
292.808636,49.579445,942.26
281.112335,43.227789,493.44
281.112335,43.227789,493.44
281.112335,43.227789,493.44
293.282206,48.2859,870
293.282206,48.2859,870
297.593651,40.977268,1870
293.586381,42.928913,1240
292.287328,43.197281,2070
301.720753,44.412063,618
301.720753,44.412063,618
297.347393,44.026947,417
281.645806,41.951092,145
280.801566,44.033994,693
300.102352,45.762142,1229.15
285.349952,41.452206,261
284.566904,49.012546,284
285.366589,39.280081,342
288.610544,49.968632,779
289.752289,41.634605,36.48
289.752289,41.634605,36.48
289.752289,41.634605,36.48
289.752289,41.634605,36.48
289.752289,41.634605,36.48
298.736067,46.498552,90
298.736067,46.498552,90
298.736067,46.498552,90
282.250207,44.921102,120
282.250207,44.921102,120
282.250207,44.921102,120
285.268586,48.560013,270.12
297.453731,41.010991,403.99
293.732821,41.900829,279
293.732821,41.900829,279
292.8729,41.064261,333
295.486509,51.0135,462
295.486509,51.0135,462
295.486509,51.0135,462
296.003688,44.277561,560.62
283.241297,46.378471,448.58
287.478529,38.228866,232.41
287.478529,38.228866,232.41
297.045421,46.328701,1670.88
289.268744,42.604176,794.54
289.268744,42.604176,794.54
289.268744,42.604176,794.54
288.474857,40.651357,1322.48
292.249069,46.164867,468
299.821155,43.814274,733
298.937046,44.85791,336
294.835173,48.982361,653
284.55572,46.063828,587
295.648711,48.495564,436
295.648711,48.495564,436
287.362816,38.649619,458
288.90224,49.370487,474
295.297916,46.920467,1055.33
295.297916,46.920467,1055.33
295.297916,46.920467,1055.33
297.00944,50.372314,989
299.09754,43.497593,1373
296.524306,39.249776,302
286.630094,38.945605,641
292.321516,43.881168,568
287.051707,40.211542,280
295.163817,43.963047,687
288.067594,42.355367,367
292.486944,46.196213,420
291.021852,37.769803,371
299.139212,40.94902,309.47
299.139212,40.94902,309.47
299.139212,40.94902,309.47
299.139212,40.94902,309.47
294.4639,49.765047,806
291.907032,49.262054,713
296.822898,48.107555,290
291.646758,41.884663,953
284.394304,46.249081,377
294.996313,50.470066,1173
284.879964,49.266994,428
295.287222,41.22197,835
295.287222,41.22197,835
282.966173,48.34507,1157
290.833158,38.184334,379
292.294579,40.591801,314.02
292.294579,40.591801,314.02
292.294579,40.591801,314.02
292.294579,40.591801,314.02
295.025677,46.956005,1249
287.130575,42.350155,657
295.496656,42.537888,642
295.30754,38.881639,1942
297.214089,41.664039,862
