ra,dec,st_dist
59.889755,21.298685,201.51
19.449286,6.868895,649.75
127.882965,11.922265,484.8
126.553444,12.281936,418.58
336.151611,-11.578691,49.46
133.855682,10.469131,101.95
133.855682,10.469131,101.95
132.126892,15.655983,324.7
132.009735,16.901854,369.66
173.192032,2.244884,329.36
132.14299,17.190685,289.54
126.936722,17.579397,170.37
126.476311,20.35957,72.19
134.444183,21.453533,162.36
133.64119,23.132891,140.4
204.14212,-14.947603,124.6
203.546539,-13.576928,103.29
207.078384,-11.588979,723.97
204.437653,-8.597065,115.01
289.148315,-25.644964,27.82
170.155533,2.502696,345.76
290.270264,-19.690807,118.41
182.751556,-9.765218,153.7
182.166397,-8.747175,620.41
70.148567,25.010006,75.2
70.148567,25.010006,75.2
70.148567,25.010006,75.2
70.148567,25.010006,75.2
67.41246,22.882721,59.35
67.41246,22.882721,59.35
67.41246,22.882721,59.35
186.870728,-6.195224,99.15
348.949036,-10.849696,183
348.949036,-10.849696,183
348.949036,-10.849696,183
348.949036,-10.849696,183
348.949036,-10.849696,183
289.066528,-17.910688,154.6
178.057022,2.594245,367.72
188.137344,-9.60764,341.6
350.916534,-1.189274,61.98
350.916534,-1.189274,61.98
130.026779,19.092878,79.31
130.026779,19.092878,79.31
293.833191,-28.497833,88
14.517821,-0.193155,121
14.517821,-0.193155,121
14.517821,-0.193155,121
9.821899,7.2771,118
178.110794,4.254747,501.03
18.344175,8.987539,110
19.304525,9.501381,69.61
181.632797,-5.82741,108.7
183.809189,2.020953,143.6
189.001511,-2.669481,129.8
189.001511,-2.669481,129.8
65.468697,21.3536,82
65.468697,21.3536,82
65.468697,21.3536,82
182.70018,-6.294205,150.4
183.751343,-5.781991,300.88
179.939987,-5.721709,198.2
179.939987,-5.721709,198.2
180.540894,-3.580723,171.9
175.09726,4.55734,338.19
175.09726,4.55734,338.19
184.054581,-3.553082,318.19
183.793839,-3.495612,941.09
186.038666,-1.111351,125.1
182.329346,-0.539055,209.67
171.93367,-0.06284,379.64
184.90033,0.968397,135.1
184.90033,0.968397,135.1
184.90033,0.968397,135.1
185.188293,2.282436,481
336.575775,-18.011171,81.08
333.109894,-16.341755,245.56
337.044281,-14.599381,237.35
178.329773,6.412261,125.56
335.450714,-14.593286,397.26
335.450714,-14.593286,397.26
332.34082,-13.428865,616.41
335.30838,-12.5569,251.51
335.30838,-12.5569,251.51
60.37495,15.625037,230.14
60.792843,16.347446,100.1
52.503578,17.584192,249.01
58.269165,17.907072,249.01
55.229565,20.736078,499.02
52.888882,22.43487,216.08
58.796898,23.756807,191.84
172.560455,7.588391,38.07
172.560455,7.588391,38.07
126.463936,10.246968,204.51
127.554031,10.910294,364.82
130.180328,10.982941,155.9
125.007156,14.019461,331.77
125.007156,14.019461,331.77
125.007156,14.019461,331.77
129.140106,14.461936,75.79
130.259659,14.69032,270.41
135.334976,18.825455,333.84
132.523605,23.1926,333.51
132.523605,23.1926,333.51
132.523605,23.1926,333.51
132.523605,23.1926,333.51
129.813629,23.357481,452.9
129.813629,23.357481,452.9
203.621292,-15.036359,243.93
203.621292,-15.036359,243.93
174.960312,0.603575,292.14
174.960312,0.603575,292.14
174.960312,0.603575,292.14
205.363495,-13.160896,161.42
205.363495,-13.160896,161.42
201.639175,-12.806568,289.57
206.582275,-11.556253,223.99
205.237061,-11.009296,416.91
204.608932,-8.92715,640.65
199.831512,-8.50948,317.83
199.831512,-8.50948,317.83
200.456345,-8.471721,594.09
202.393661,-7.374002,249.59
198.843811,-6.464886,110.91
198.843811,-6.464886,110.91
198.843811,-6.464886,110.91
208.901703,-6.136143,107.97
208.901703,-6.136143,107.97
202.251602,-4.610228,185.09
293.56073,-23.131035,199.05
293.56073,-23.131035,199.05
283.264282,-22.407034,302.99
12.773741,-1.195891,166.93
17.382523,-0.51762,586.87
15.217487,0.425996,409.95
11.256313,0.593257,246.14
11.699704,0.640796,366.84
20.779097,0.889177,258.76
14.690681,1.383812,76.67
340.30368,-14.488987,83.85
340.30368,-14.488987,83.85
17.640936,1.578266,177.39
21.105953,1.704954,274.39
18.423407,3.096936,109.32
13.140305,3.507705,394.05
14.876077,4.227798,303.28
18.470087,6.123902,408.67
11.480249,6.346971,115.84
11.298392,6.481562,386.01
12.809659,6.84646,398.41
12.845309,8.86764,328.42
12.845309,8.86764,328.42
12.845309,8.86764,328.42
169.482819,2.61907,245.53
12.769862,9.516806,234.92
16.654982,10.189687,321.63
16.46228,11.753423,101.59
185.306152,-10.282037,201.1
185.306152,-10.282037,201.1
189.704086,-10.060654,277.7
189.704086,-10.060654,277.7
186.54129,-9.624804,360.3
183.645752,-9.562642,211.2
190.948471,-8.478236,188.22
187.294785,-6.834258,142.4
186.87326,-6.721861,103.8
186.87326,-6.721861,103.8
191.363205,-6.576109,548.9
289.091827,-15.771108,295
73.76651,18.654535,131.21
230.47998,-20.231684,67.64
230.47998,-20.231684,67.64
230.47998,-20.231684,67.64
253.76889,-28.710564,309.5
347.704346,-7.857499,453
160.594299,4.441349,49
160.594299,4.441349,49
160.594299,4.441349,49
242.573715,-24.990332,171.39
242.573715,-24.990332,171.39
227.849609,-17.875217,70
227.849609,-17.875217,70
181.239365,-6.804924,149.6
179.835907,-6.517851,109.6
181.121399,-4.899185,269.2
181.121399,-4.899185,269.2
183.468918,-3.831868,214
185.181686,-1.590889,463.4
181.629715,-1.16056,723.1
188.893692,-10.069232,260.2
188.893692,-10.069232,260.2
182.817245,-9.414005,410.5
183.366669,-8.995114,528.3
63.273434,15.247763,45.01
185.031769,-8.975785,417.6
190.689224,-8.53592,147.7
182.366364,-8.30952,229.9
186.085403,-6.378884,901.8
185.550751,-4.717236,229.4
185.550751,-4.717236,229.4
189.912994,-3.370542,192.4
186.227158,-2.065931,580.5
188.278488,-1.953159,64.1
187.631332,-1.16092,675.2
186.802689,1.566849,422.1
94.206581,24.596411,99.33
76.867325,16.867718,676.32
163.032425,0.493352,214.58
129.682388,15.680626,163.23
131.358566,19.698462,187
131.358566,19.698462,187
342.031525,-14.494689,139.22
157.93544,0.937571,77.16
157.93544,0.937571,77.16
157.93544,0.937571,77.16
157.93544,0.937571,77.16
133.709549,11.848265,331.46
133.709549,11.848265,331.46
130.155167,13.014676,362.07
171.515167,1.230738,251.43
131.266602,13.549833,283.53
131.266602,13.549833,283.53
125.223885,16.090946,571.47
132.621124,17.542444,426.57
129.777054,19.010023,310.6
129.28244,20.399372,232.82
132.169891,20.455076,124.09
132.169891,20.455076,124.09
125.952751,22.634024,489.88
202.016632,-15.93782,113.53
203.301773,-14.504056,804.13
204.779724,-6.041594,183.8
335.62439,-7.955366,63.11
291.595337,-22.247662,396.9
16.22735,7.269234,466.11
13.432017,7.995316,502.28
13.194414,9.692924,408.24
79.140686,20.255108,107.6
349.384277,1.30029,155.65
349.384277,1.30029,155.65
349.384277,1.30029,155.65
349.384277,1.30029,155.65
233.369568,-16.773256,76.32
233.074341,-22.358261,159.05
55.443439,18.268902,65.72
246.643036,-15.792386,270.7
62.670647,24.402042,179.39
234.857773,-20.198818,274.99
234.857773,-20.198818,274.99
76.445793,21.54863,90.29
351.606354,-6.027876,396.64
352.051666,-7.60369,377.04
19.6099,6.816871,225.7
172.334946,-1.454787,44.13
172.334946,-1.454787,44.13
172.334946,-1.454787,44.13
52.341961,22.299404,336.26
245.44075,-23.547865,110.87
252.426086,-19.542822,158.39
252.426086,-19.542822,158.39
252.426086,-19.542822,158.39
252.426086,-19.542822,158.39
242.561401,-19.319273,139.8
127.578773,22.235909,352.34
170.103088,1.285956,254.43
170.103088,1.285956,254.43
169.449066,3.866393,110.09
169.449066,3.866393,110.09
243.451004,-24.787062,180.86
243.451004,-24.787062,180.86
243.451004,-24.787062,180.86
240.033585,-23.189287,193.71
240.033585,-23.189287,193.71
338.368378,-9.022769,310.14
174.745636,-3.905585,233.37
176.665726,-5.171913,401.36
169.117142,-3.97544,183.48
169.117142,-3.97544,183.48
174.011627,-2.520881,483.19
169.632874,-1.77413,502.34
174.266342,-0.907261,454.93
168.582596,2.780711,353.38
176.12355,3.272425,316.61
177.320206,3.475569,463.06
169.303497,-1.877976,204.12
169.303497,-1.877976,204.12
169.483627,5.988378,259.33
246.61142,-24.969948,1041.7
244.141815,-20.400534,139.1
338.054199,-17.543995,175.84
333.751923,-17.250708,160.26
342.691711,-14.069886,266.23
333.821808,-14.049808,182.69
333.821808,-14.049808,182.69
333.821808,-14.049808,182.69
338.942352,-14.027745,314.09
338.942352,-14.027745,314.09
178.192261,-1.198477,319.59
338.606171,-13.731702,498.7
339.674744,-13.560024,410.35
334.364166,-12.187498,112.83
334.364166,-12.187498,112.83
333.426666,-12.066374,524.41
333.426666,-12.066374,524.41
332.413605,-11.428742,506.87
333.211761,-10.925379,78.06
331.526703,-10.711549,520.43
334.019775,-10.567318,169.47
335.759552,-10.48858,181.63
167.093765,-1.065755,754.64
338.4758,-10.084946,234.47
341.724426,-9.881619,153.86
334.621979,-9.612382,66.56
334.621979,-9.612382,66.56
334.621979,-9.612382,66.56
334.621979,-9.612382,66.56
335.025482,-9.056093,271.27
339.919342,-8.714505,381.85
338.844849,-7.469853,570.86
338.844849,-7.469853,570.86
55.228428,12.572612,142.31
55.255905,13.519372,257.9
169.793671,-0.284375,407.93
169.793671,-0.284375,407.93
59.037487,13.559289,201.96
59.037487,13.559289,201.96
59.037487,13.559289,201.96
57.485489,14.5022,254.14
59.901562,15.558886,125.98
59.901562,15.558886,125.98
55.809273,16.634548,287.23
55.809273,16.634548,287.23
59.464394,18.465254,97.49
51.552799,18.635616,260.61
66.236221,18.827417,503.6
54.751598,19.120178,110.91
57.066715,20.459639,86.25
176.264465,0.005301,83.16
59.152405,22.472631,134.9
59.152405,22.472631,134.9
63.218063,24.205112,62.69
129.362747,18.976685,180.63
127.762833,10.847586,869.76
126.488289,11.511145,526.31
208.773743,-5.442466,522.29
0.362142,39.383808,262
284.548373,-47.003242,183
161.70726,-9.399025,99.44
267.640503,36.570232,360
108.301485,-42.409744,266
117.415037,-52.120453,327.74
314.268494,31.661034,450.28
125.617523,13.735319,210
216.524017,59.444275,311
111.509499,7.615806,302.8
92.663948,30.957144,134.57
294.661407,31.219225,139.7
304.800049,32.581039,415
232.146636,66.358762,125.42
161.90979,71.655876,96.03
148.643324,40.388069,211.35
157.062546,25.573189,210
195.981868,30.640051,242.39
195.981868,30.640051,242.39
78.295532,33.318165,137.21
283.30551,24.12738,198.7
307.859802,39.938828,205.65
287.389188,46.984489,1758.47
287.389188,46.984489,1758.47
287.389188,46.984489,1758.47
287.378077,47.771187,1525.31
294.949847,38.605197,1258.75
290.551942,40.235027,1230.6
288.474857,40.651357,1322.48
288.991582,41.223038,758.78
299.434592,43.632622,1439.31
282.37753,44.694592,1106.37
282.37753,44.694592,1106.37
297.045421,46.328701,1670.88
268.43925,-29.086889,6300
266.41775,-26.0318,6651
272.664612,-24.857738,6600
268.76474,-29.51692,6260
268.112,-29.384562,7010
269.649667,-28.133669,4530
266.170917,-25.143031,6000
269.105833,-33.142469,6500
268.435375,-22.152539,967
297.453731,41.010991,403.99
291.22518,44.927383,900
286.971199,46.868362,415
291.148088,40.669407,339
291.148088,40.669407,339
298.373847,40.618421,1168.99
298.373847,40.618421,1168.99
294.865505,46.285854,800
284.433492,49.305161,780
284.433492,49.305161,780
284.433492,49.305161,780
284.433492,49.305161,780
284.433492,49.305161,780
284.433492,49.305161,780
284.433492,49.305161,780
293.281566,45.309677,946.59
296.356105,41.092755,1180
296.356105,41.092755,1180
297.333057,41.891117,483.65
297.333057,41.891117,483.65
297.333057,41.891117,483.65
297.333057,41.891117,483.65
165.167404,64.96402,264.69
77.91909,-45.018414,3.93
285.679394,50.241299,186.5
285.679394,50.241299,186.5
291.385979,41.990273,307.34
291.385979,41.990273,307.34
291.385979,41.990273,307.34
286.685523,47.098221,925
286.273871,48.618706,1009
293.079495,43.073715,425
292.020456,44.876217,873
297.359299,49.79755,1080
286.286014,43.320461,515
295.754127,42.537476,496
295.906552,45.80912,365
296.547525,44.941933,299
282.85993,42.665764,281
283.255489,48.355228,953.44
283.255489,48.355228,953.44
289.192636,44.149326,610
297.401546,46.824001,860
289.29627,46.457954,420
290.248072,44.435242,433
285.122033,44.110603,672
292.75733,43.42691,932
294.613645,45.984623,1239
294.613645,45.984623,1239
283.469362,40.132607,554
283.596696,45.407879,894
283.717526,47.204449,198
281.482749,47.208031,108.13
281.482749,47.208031,108.13
281.482749,47.208031,108.13
281.482749,47.208031,108.13
281.482749,47.208031,108.13
292.672551,46.377422,446
295.204905,42.559681,837
289.352005,46.973728,455
289.029742,49.769707,686
291.950991,38.251698,1017
284.510201,43.961666,716
283.605263,39.99798,389
287.571185,42.813923,291
289.593097,49.781158,633
292.132976,41.54754,422
288.984555,40.064521,501.93
288.984555,40.064521,501.93
293.681915,45.817559,795
296.089747,48.955376,741
289.930872,40.097751,607
283.845142,44.609093,1425
286.115368,37.966997,706
289.042225,42.882488,408
295.181638,49.945786,507
296.341029,47.170856,451
298.972184,44.132378,622
298.326591,45.315514,324
287.604612,42.166779,405.42
287.604612,42.166779,405.42
287.604612,42.166779,405.42
283.113784,48.131393,473
293.881768,49.683155,979
288.668933,39.824006,659
281.662983,47.568584,838
293.144456,46.666237,1507
284.183296,45.074104,971
296.755759,46.998291,518
288.646254,50.788982,566
288.646254,50.788982,566
281.898352,42.165787,415
287.346741,47.772957,129
287.887325,46.276237,465.33
287.887325,46.276237,465.33
282.924996,48.626392,555
282.924996,48.626392,555
295.158106,40.898849,1021
295.342731,46.602264,1051
291.418635,39.127415,171
290.601152,44.556385,1050
290.486779,44.932617,422
299.52598,46.899261,971
297.452152,41.558124,1462
294.595783,45.875034,525
289.220209,41.706486,673
300.863971,44.337555,449.98
300.863971,44.337555,449.98
300.863971,44.337555,449.98
300.863971,44.337555,449.98
286.025189,39.630929,861
296.230004,50.27523,585
283.899402,41.221607,388
290.52675,38.142973,365
291.741637,37.688934,374
294.511258,38.790501,1078
294.511258,38.790501,1078
298.866564,46.502239,399
285.387409,45.049053,689
294.648164,46.392365,1532
290.979329,47.989002,435
297.028248,48.208611,525.5
297.028248,48.208611,525.5
297.028248,48.208611,525.5
297.028248,48.208611,525.5
293.195374,49.316502,1040
293.057996,45.248817,964
292.04438,46.329025,976
294.1527,38.233048,837
294.1527,38.233048,837
284.476545,46.252579,245
287.501179,47.469269,265
287.590098,51.060574,199
291.033636,42.26786,1098
293.200589,43.050037,1215
299.549499,45.769753,481
294.559169,46.062325,729
294.559169,46.062325,729
296.464522,49.182915,688
289.44452,41.317757,425
289.358672,50.598484,628
283.161951,45.198315,912
290.101971,48.251137,427
287.477648,46.141186,1518
295.251155,45.842972,464
295.251155,45.842972,464
294.978825,46.005653,354
281.561453,42.450504,300
291.092742,49.190059,227
290.392721,40.284875,481.4
290.392721,40.284875,481.4
295.662872,44.525845,702
299.785465,43.670753,915
297.72314,47.112659,914
284.978013,41.420166,848
284.978013,41.420166,848
292.301253,38.267041,1371
293.262447,41.365114,758
294.70938,45.969501,344
281.594148,42.596416,738
295.502705,43.232796,876
288.749962,48.277176,1209
297.115123,41.909138,658.59
297.115123,41.909138,658.59
297.115123,41.909138,658.59
297.115123,41.909138,658.59
297.115123,41.909138,658.59
297.115123,41.909138,658.59
292.929133,48.602814,596.52
292.929133,48.602814,596.52
291.871356,44.087376,940
294.569379,45.671257,897
281.322565,48.066505,986
287.38209,49.452396,921
294.468554,49.331024,516
281.111771,42.454931,369
291.145201,44.062546,1168
291.049927,39.141674,457
296.042339,45.985146,764
291.646244,39.396624,797
291.65317,44.688274,669.92
291.65317,44.688274,669.92
291.808022,38.622703,726
295.463372,45.812744,1142
296.968815,47.751488,1734
289.406695,39.338834,1127
299.236933,45.834698,427
294.991772,40.144409,935
291.933655,44.115505,1017
292.08478,49.23748,619
299.965664,44.160896,818
297.019131,44.327522,1288
296.981009,43.209751,520.9
296.981009,43.209751,520.9
290.914483,42.286579,635
297.786606,47.886127,529
288.280535,46.340904,924
294.517667,50.670399,796
286.594273,37.891266,177
295.481223,40.73198,910
285.691992,45.689396,668
293.217384,42.720707,996
293.063338,39.403444,1163
291.604495,41.309361,1258
291.604495,41.309361,1258
287.997883,50.944332,264.35
287.997883,50.944332,264.35
285.207485,45.38435,234
295.651494,49.261295,1109
286.367463,48.423935,940
293.322404,42.86747,821
295.567982,42.478287,997
286.002968,44.756592,728
284.107796,44.245808,545
287.130272,48.665375,971
285.899242,48.307301,1101
287.945617,39.230568,555
294.121421,48.349525,261.49
294.121421,48.349525,261.49
294.121421,48.349525,261.49
281.693981,46.946449,657
290.543645,47.72588,365
292.714435,44.082336,697
287.302821,39.289688,632
287.302821,39.289688,632
290.043293,47.257977,1012
295.308161,43.044415,714
286.716626,47.425633,694
292.547537,41.642956,1476
290.953557,45.719536,682
294.18926,45.151577,1023
297.711849,45.261925,634.97
297.711849,45.261925,634.97
296.724492,49.532715,373
292.247793,47.878452,763
290.434033,44.107651,184
289.147217,45.866181,1185
297.477127,39.877247,1531
297.477127,39.877247,1531
288.820587,39.522827,987
288.924024,46.057632,759
283.121049,43.525642,346
292.233946,41.575213,1258
294.266335,45.204315,1238
294.74207,43.536835,982.04
294.74207,43.536835,982.04
287.879384,43.364075,1293
299.077103,45.44064,428
283.29213,45.434116,989
290.235843,50.030087,487
287.529634,38.894513,447
286.971267,44.708302,1081
290.348519,50.902855,648
298.302714,47.694023,811
287.297694,47.455437,911
294.911573,46.491463,538
288.793037,48.040234,1430
288.793037,48.040234,1430
292.16858,43.779675,911
294.958925,38.591578,615
290.474507,37.766598,1292
293.131095,45.663548,402
281.831445,42.298916,829
289.142702,46.812897,1244
297.919728,45.274162,1023
286.671437,49.406288,829
288.456062,45.802124,336
284.09764,47.810638,454
299.213164,41.424824,583.81
299.213164,41.424824,583.81
295.88751,43.156063,1284
289.747314,39.523468,867
296.307949,43.82135,1258
292.232425,38.892222,1378
291.282055,46.965996,1193
287.241174,39.332757,296
288.479641,47.101768,1112
286.892005,38.318556,1029
283.103838,43.148045,1202
298.426343,47.946785,883
295.946421,42.658924,716.23
295.946421,42.658924,716.23
284.999621,49.479977,384
291.657776,48.009315,876
282.140566,43.89658,1108
288.144759,51.275627,695
291.699538,38.145265,616
284.351087,40.852979,812
292.369561,43.910809,946
291.669272,42.59071,505
288.834008,44.838249,777
293.725872,47.247044,540
286.243425,50.040382,904.4
287.891632,39.339124,393.02
287.891632,39.339124,393.02
296.603451,44.129257,579
294.614827,40.833172,1202
292.290612,44.653255,1393
292.773384,44.178127,269
289.441483,42.498135,1282
290.279709,41.515049,766
295.938407,49.791145,807
295.064243,49.358994,946
291.881263,44.555729,877
287.584891,49.154793,558
286.162064,39.677995,518.09
286.162064,39.677995,518.09
292.832145,48.219357,1155
285.720788,40.856961,1486
296.853432,50.037354,1304
289.485822,50.944164,685
285.142638,49.800667,757
297.463622,48.181416,701
287.405321,45.918007,1124
289.186676,50.937557,1363
291.578982,44.531715,667
297.215809,47.378515,622
291.111883,39.949104,1058.58
291.111883,39.949104,1058.58
291.111883,39.949104,1058.58
291.111883,39.949104,1058.58
291.111883,39.949104,1058.58
297.070369,42.977741,958
285.822349,45.711891,909
294.889655,49.379768,455
285.29575,44.552753,455
286.625763,37.537304,578
290.633291,40.136994,1241
296.376909,50.621468,779
287.066378,41.874908,667
296.553083,46.96629,547
297.486691,46.996716,236
296.998621,42.781956,1052.14
296.998621,42.781956,1052.14
283.2645,41.711449,1433
288.588357,42.605659,948
296.550043,49.102322,740
297.375101,46.662216,1281
287.522025,51.37586,866
284.903015,43.95396,533
295.624706,42.545898,1078
295.629266,44.69062,1121
297.905795,40.162858,1533
293.127381,42.320103,2511
286.752797,49.064911,425.19
286.752797,49.064911,425.19
286.752797,49.064911,425.19
282.999715,40.55745,614
294.576248,38.456974,936
284.60621,41.196384,682
294.009462,42.880772,877
282.301216,46.516201,764
290.744327,43.260777,861
290.744327,43.260777,861
287.657402,48.982166,435
294.533553,46.618271,1094
288.059319,51.354454,540
296.894856,44.37178,1674
298.258123,47.604946,184.34
298.258123,47.604946,184.34
287.793862,45.98024,1371
292.115153,49.256428,863
298.950318,46.692799,828
283.885115,47.637222,390
285.173326,48.770042,676
285.173326,48.770042,676
285.173326,48.770042,676
295.239275,42.726479,1344
291.474304,44.683514,862
296.075676,45.627056,1081
285.404941,49.994747,651
297.841489,46.967682,704
289.347291,44.208553,239.03
289.347291,44.208553,239.03
289.347291,44.208553,239.03
295.591254,42.555241,1041
285.23245,48.806721,795
288.771814,42.213219,1153
286.483651,46.752617,695
289.884378,45.211502,814
284.585789,47.079533,581
285.869287,42.728096,901
299.169533,43.441094,1628
287.838481,43.153236,1406
287.805581,45.340549,710
285.189985,46.027962,356.41
285.189985,46.027962,356.41
285.189985,46.027962,356.41
286.715634,48.645279,1204
286.344287,37.411973,885
285.219843,38.805878,896
285.803226,44.873428,1355
284.593715,46.449776,609
293.500497,44.932457,1280
287.85701,40.547181,587
295.102413,40.572396,606
282.956935,42.825619,743
288.095635,40.365964,1017
282.492224,43.980213,400.93
282.492224,43.980213,400.93
293.573935,45.384541,1006
295.354457,48.515404,1090
290.176173,46.698338,1126
295.462337,40.776969,1452
291.279002,47.687649,852
281.835355,44.155926,364
280.258382,43.835766,1150
289.134661,47.062996,1027
285.713488,41.605873,715
296.388807,41.040571,1059
285.311284,47.848595,413.68
285.311284,47.848595,413.68
290.685249,43.859638,1321
289.377032,40.001151,982
284.90572,43.949169,1406
290.025921,48.335949,770
291.268101,44.488194,1120
291.397864,45.588559,1257
292.125189,41.407814,631
289.956501,47.020393,996
284.422735,49.106224,498
286.150155,37.411377,1352
288.450665,40.245305,319.57
288.450665,40.245305,319.57
288.450665,40.245305,319.57
289.033022,40.086887,757
286.604183,42.440319,816
290.989241,50.30806,727
284.287156,42.355614,905
285.276428,39.446916,682
297.339446,46.347252,1343
294.478341,46.945862,1130
292.86984,46.741859,1396
285.928896,38.520962,73
298.735235,40.764155,845
288.530825,40.942304,230.19
288.530825,40.942304,230.19
283.920035,40.740123,583
289.651263,43.824417,705
289.651263,43.824417,705
292.971241,41.035764,305
292.388546,42.233261,187
294.237938,45.197322,462
295.821448,46.053029,505
298.835871,40.293136,753
291.611881,42.115971,734
290.376313,41.150741,475
290.956068,49.366306,114
283.23581,41.343037,303
283.23581,41.343037,303
283.23581,41.343037,303
283.23581,41.343037,303
288.433591,40.380875,771
294.528593,46.640962,547
294.528593,46.640962,547
293.204521,45.435402,1217
292.872284,46.098885,530
291.18497,40.311214,522
285.017227,42.085384,955
296.222144,39.268958,910
289.064869,50.460976,688
284.675388,44.41777,630
281.647742,48.271046,624
297.277976,48.320328,665.37
297.277976,48.320328,665.37
290.576737,39.956893,939
297.073789,41.22448,365
291.02859,43.913673,515
293.527561,41.111437,958
289.31148,51.320866,1047
284.838408,42.070431,628
296.277711,46.899857,822
296.277711,46.899857,822
287.009098,46.796101,588
284.042335,41.699139,619
283.745794,48.373394,267
284.739001,49.598396,338.05
284.739001,49.598396,338.05
296.232807,42.47279,1421
280.511769,44.159351,466
297.020069,43.432549,941
294.294533,50.725376,1307
287.086297,46.945816,851
292.477965,46.022835,1164
291.841308,45.179176,1123
299.659605,40.843853,321
292.08746,49.788765,1033
286.338369,48.744099,260
290.495129,38.795481,632.99
290.495129,38.795481,632.99
288.250582,46.679602,350
288.250582,46.679602,350
293.60872,42.197678,241
290.693736,48.701477,637
295.735335,42.576252,596
291.245187,37.759052,1057
283.741416,49.067978,963
290.995346,43.243938,881
291.548094,50.353313,1026
286.170543,43.008911,558
289.538819,41.892825,669
296.467314,42.598771,425.94
296.467314,42.598771,425.94
300.344076,45.623219,1405
283.565314,46.904255,404
288.538542,40.877113,767
296.996558,49.256413,559
295.152201,49.587605,1149
292.19971,42.046089,541
292.19971,42.046089,541
285.064914,41.554874,395
288.416528,47.878731,357
294.766985,41.64468,1750
285.797234,40.936186,1236
282.135534,43.039101,305.65
282.135534,43.039101,305.65
284.565675,41.778484,878
284.565675,41.778484,878
288.831383,47.551994,450
288.831383,47.551994,450
288.886635,44.83955,1161
285.752049,39.249205,1112
291.349983,45.172267,1135
296.293558,43.403267,1238
286.958437,42.541386,864
289.195458,46.651703,1019
297.373313,40.366398,562
293.670471,41.410248,951
290.381547,43.292973,66.99
290.381547,43.292973,66.99
290.381547,43.292973,66.99
288.116053,42.440422,1209
287.535764,48.727791,1306
295.377379,39.048031,730
297.944779,42.191882,961
296.215166,39.527049,618
282.631369,46.481106,527
280.823394,42.636056,838
292.440396,43.209431,491
283.33604,47.174535,492
283.33604,47.174535,492
283.33604,47.174535,492
283.33604,47.174535,492
285.717427,44.758423,521
282.391957,43.889351,395.45
282.391957,43.889351,395.45
298.662345,48.248764,760
294.831023,46.659592,721
288.766976,46.394424,1117
284.459458,40.142553,462
283.4532,45.084141,820
292.337551,47.6642,507
294.336468,44.918293,1236
299.675859,47.075844,770
294.866185,48.638985,793
294.866185,48.638985,793
293.311681,46.041714,1256
287.708814,47.33305,980
287.369468,46.768213,593.8
287.369468,46.768213,593.8
286.271652,45.440807,879
287.466042,40.758452,1242
291.847824,48.968132,681
290.867707,38.960119,1801
296.00943,50.498386,946
295.684842,39.256142,1605
292.081863,38.915023,587
283.942432,41.4716,1275
282.699942,45.42577,426
290.084786,51.208603,722
297.970897,47.731678,303.83
297.970897,47.731678,303.83
290.510198,38.743544,367
286.361579,42.963924,1431
292.18012,49.20248,639
294.341649,46.498767,1162
284.92858,42.42231,534
285.156913,47.873333,1066
298.663468,43.894073,807
290.949888,40.605215,656
282.997478,41.678551,499
292.254635,37.97142,1444
295.118899,48.481281,557.51
295.118899,48.481281,557.51
295.118899,48.481281,557.51
296.20381,42.777832,923
286.580592,48.544197,675
293.890178,48.336121,2081
288.243782,41.110081,449
290.991665,40.22932,620
294.951036,43.012436,499
292.545764,49.416973,1211
295.349667,45.114548,1220
297.642262,49.594978,802
285.366245,49.044868,1156
298.067706,49.412605,828.71
298.067706,49.412605,828.71
289.697494,43.372093,541
292.658395,49.865192,1270
295.524175,49.829548,1552
287.363299,49.45689,1328
295.53838,51.202957,680
291.173299,44.921131,681
297.711565,46.768021,1142
291.86493,49.32592,1182
289.289809,40.681665,866
285.739806,40.980036,215
281.915678,42.775513,389.22
281.915678,42.775513,389.22
285.346938,48.312252,685
293.719126,43.12459,751
291.255595,48.84697,525
283.435761,47.066855,475
285.330615,42.040436,340
280.249457,43.915066,482
289.42396,46.72617,162
289.643439,50.727089,871
287.867389,50.595585,786
288.231731,50.567886,1321
291.387762,44.529106,576.15
291.387762,44.529106,576.15
294.553828,45.08139,490
293.446425,40.409892,1159
292.42283,38.266328,974
286.125545,47.947613,1284
284.223331,48.831772,795
294.083055,50.502777,392
286.945321,43.822773,379
283.770601,42.027245,728
283.211614,41.038063,642
282.423025,46.014019,435
294.110756,38.71023,731.81
294.110756,38.71023,731.81
285.557796,44.010788,574
285.830458,43.198395,752
296.397527,42.396918,1368
294.487304,42.00692,1341
287.235677,38.754161,692
287.235677,38.754161,692
289.819341,51.90485,350
289.831222,44.609863,686
295.04854,45.342686,890
293.519844,41.277405,1130
293.519844,41.277405,1130
293.821357,39.39135,1255
287.975766,39.087181,1073.89
287.975766,39.087181,1073.89
288.695007,39.883191,569
289.664878,50.020046,1059
294.852648,49.057472,1269
290.636569,48.996082,625
294.694049,45.866837,1214
295.948273,44.753124,1714
284.532096,43.989956,1218
281.298535,42.685753,525
293.165079,41.746235,1405
285.711919,49.706657,619
289.786216,46.858788,809.42
289.786216,46.858788,809.42
289.786216,46.858788,809.42
291.999771,49.301811,540
289.438971,49.73122,493
285.313805,48.725254,442
295.409776,42.150831,1327
292.684285,38.126286,1095
298.095423,44.737057,550
